,Unnamed: 0,id,playerName,situation,teamId,playerId,x,y,min,period,isOwnGoal,isBlocked,isOnTarget,isSavedOffLine,isFromInsideBox,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,box,homeTeamId,awayTeamId,homeTeamName,awayTeamName,homeScore,awayScore,matchId,matchDate,teamColor,teamColorDark,onGoalShot.x,onGoalShot.y,onGoalShot.zoomRatio,minAdded,,min1,Unnamed: 2_level_0_Squad,Unnamed: 5_level_0_Outcome,Unnamed: 6_level_0_Distance,Unnamed: 7_level_0_Body Part,Unnamed: 8_level_0_Notes,SCA 1_Player,SCA 2_Player,SCA 2_Event,onGoalShot.x.rescaled,onGoalShot.y.rescaled,goalxZone,goalyZone,goalZone_Left Bottom,goalZone_Left Top,goalZone_Middle Bottom,goalZone_Middle Top,goalZone_Right Bottom,goalZone_Right Top,predicted_xGOTzone,eventType_AttemptSaved,eventType_Goal,eventType_Miss,eventType_Post,shotType_Header,shotType_LeftFoot,shotType_OtherBodyParts,shotType_RightFoot,SCA 1_Event_Fouled,SCA 1_Event_Interception,SCA 1_Event_Pass (Dead),SCA 1_Event_Pass (Live),SCA 1_Event_Shot,SCA 1_Event_Tackle,SCA 1_Event_Take-On,jpsxg,jpsxg - psxg,goal_loc_jpsxg,goal_loc_jpsxg - jpsxg
8696,,2723499191,Taylor Harwood-Bellis,SetPiece,8466,966021,96.1228070165,30.87375,87,SecondHalf,False,False,True,False,True,103.1982758622,33.61875,33.2375,2.0739999898,0.07,0.35,InsideBox,8466,9902,Southampton,Ipswich Town,1,1,4506310,2024-09-21T14:00:00Z,#d71920,#d71920,1.20171957671958,0.548677245978836,1.0,,21,87,Southampton,Saved,11.0,Right Foot,Volley,Ross Stewart,,,1.20171957671958,0.548677245978836,Middle,Top,0,0,0,1,0,0,0.1546295991075652,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.20835840318787638,-0.1416415968121236,0.1801237271712882,-0.02823467601658819
8697,,2728911457,Taylor Harwood-Bellis,SetPiece,8466,966021,95.5438596479,35.60125,50,SecondHalf,False,False,True,False,True,104.3362068966,33.61875,36.97375,0.8539999958,0.05,0.57,InsideBox,8678,8466,AFC Bournemouth,Southampton,3,1,4506313,2024-09-30T19:00:00Z,#d71920,#d71920,0.21329365079365,0.225925924814815,1.0,,10,50,Southampton,Saved,11.0,Head,,Tyler Dibling,Tyler Dibling,Fouled,0.21329365079365,0.225925924814815,Left,Bottom,1,0,0,0,0,0,0.23446536889776026,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.27774952893411275,-0.2922504710658872,0.2695847677729722,-0.008164761161140566
8698,,2728911561,Taylor Harwood-Bellis,SetPiece,8466,966021,96.3157894727,34.68625,51,SecondHalf,False,False,True,False,True,,,31.33125,1.059473679,0.13,0.62,InsideBox,8678,8466,AFC Bournemouth,Southampton,3,1,4506313,2024-09-30T19:00:00Z,#d71920,#d71920,1.70601851851852,0.280284042063492,1.0,,11,51,Southampton,Goal,10.0,Head,,Charlie Taylor,Taylor Harwood-Bellis,Shot,1.70601851851852,0.280284042063492,Right,Bottom,0,0,0,0,1,0,0.2456662458128653,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.39565628607390224,-0.22434371392609775,0.3646480863711943,-0.03100819970270796
8705,,2759856857,Taylor Harwood-Bellis,RegularPlay,8466,966021,83.723786408,17.6935031865,89,SecondHalf,False,False,True,False,False,103.4827586208,31.63625,32.85625,0.770526312,0.01,0.02,OutsideBox,8466,8586,Southampton,Tottenham Hotspur,0,5,4506451,2024-12-15T19:00:00Z,#d71920,#d71920,1.30257936507937,0.20384293968254,1.0,,26,89,Southampton,Saved,26.0,Right Foot,Volley,Yukinari Sugawara,,,1.30257936507937,0.20384293968254,Right,Bottom,0,0,0,0,1,0,0.12428089247313426,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.26272274500986936,0.24272274500986937,0.24993109361889385,-0.012791651390975517
8709,,2768736597,Taylor Harwood-Bellis,FromCorner,8466,966021,99.2105263157,34.07625,49,SecondHalf,False,False,True,False,True,103.2931034484,33.31375,34.305,1.4254736772,0.21,0.32,InsideBox,8466,10261,Southampton,Newcastle United,1,3,4506610,2025-01-25T15:00:00Z,#d71920,#d71920,0.919312169312169,0.377109438412698,1.0,,12,49,Southampton,Saved,7.0,Right Foot,Volley,,,,0.919312169312169,0.377109438412698,Middle,Top,0,0,0,1,0,0,0.18388780713363687,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.29772342453037015,-0.022276575469629856,0.30133362250402274,0.0036101979736525847
8710,,2768738155,Taylor Harwood-Bellis,FromCorner,8466,966021,102.4396551726,43.650445855,50,SecondHalf,False,False,True,False,True,104.7155172414,36.5925,36.97375,1.1365263102,0.02,0.1,InsideBox,8466,10261,Southampton,Newcastle United,1,3,4506610,2025-01-25T15:00:00Z,#d71920,#d71920,0.21329365079365,0.300668336031746,1.0,,13,50,Southampton,Saved,7.0,Head,,Ryan Manning,Taylor Harwood-Bellis,Shot,0.21329365079365,0.300668336031746,Left,Bottom,1,0,0,0,0,0,0.30027930120702445,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.4422608720240669,0.34226087202406685,0.40478953121297284,-0.037471340811094045
8711,,2785320909,Taylor Harwood-Bellis,FromCorner,8466,966021,99.8793103452,36.5925,20,FirstHalf,False,False,True,False,True,104.4310344828,35.6775,34.22875,1.5474736766,0.14,0.12,InsideBox,8650,8466,Liverpool,Southampton,3,1,4506347,2025-03-08T15:00:00Z,#d71920,#d71920,0.939484126984128,0.409384570529101,1.0,,2,20,Southampton,Saved,6.0,Other,,William Smallbone,,,0.939484126984128,0.409384570529101,Middle,Top,0,0,0,1,0,0,0.19118326345233563,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.2976872536771228,0.1776872536771228,0.3240592956087062,0.026372041931583434
8714,,2762687431,James Bree,RegularPlay,8466,539939,95.9298245603,23.2985987305,20,FirstHalf,False,False,True,False,True,103.8620689656,31.63625,32.55125,0.9374736796,0.04,0.06,InsideBox,9826,8466,Crystal Palace,Southampton,2,1,4506495,2024-12-29T15:00:00Z,#d71920,#d71920,1.3832671957672,0.24800890994709,1.0,,8,20,Southampton,Saved,13.0,Right Foot,Volley,Kyle Walker-Peters,Nathan Wood-Gordon,Pass (Live),1.3832671957672,0.24800890994709,Right,Bottom,0,0,0,0,1,0,0.2362321040850016,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.48674218519711254,0.42674218519711254,0.4462523257140607,-0.04048985948305184
8719,,2728866653,Ryan Fraser,RegularPlay,8466,230916,76.8538834968,35.60125,8,FirstHalf,False,False,True,False,False,103.1982758622,33.695,36.44,0.3659999982,0.03,0.09,OutsideBox,8678,8466,AFC Bournemouth,Southampton,3,1,4506313,2024-09-30T19:00:00Z,#d71920,#d71920,0.354497354497353,0.0968253963492064,1.0,,2,8,Southampton,Saved,32.0,Right Foot,,,,,0.354497354497353,0.0968253963492064,Left,Bottom,1,0,0,0,0,0,0.06755733904342477,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.15370228866716903,0.06370228866716904,0.1672461818994528,0.013543893232283777
8721,,2715554993,Mateus Fernandes,RegularPlay,8466,1356312,101.3017241382,25.53375,90,SecondHalf,False,False,True,False,True,102.8189655174,28.707142856,32.70375,0.9759999952,0.12,0.15,InsideBox,9937,8466,Brentford,Southampton,3,1,4506284,2024-08-31T14:00:00Z,#d71920,#d71920,1.34292328042328,0.258201056931217,1.0,3.0,35,90+3,Southampton,Saved,6.0,Right Foot,,Flynn Downes,Adam Lallana,Pass (Live),1.34292328042328,0.258201056931217,Right,Bottom,0,0,0,0,1,0,0.285380234051126,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6223666484309686,0.47236664843096854,0.5756997416246667,-0.04666690680630181
8727,,2751253469,Mateus Fernandes,RegularPlay,8466,1356312,80.4577669912,25.99625,5,FirstHalf,False,False,True,False,False,103.6724137932,33.31375,34.53375,0.160526315,0.04,0.06,OutsideBox,8466,8650,Southampton,Liverpool,2,3,4506542,2024-11-24T14:00:00Z,#d71920,#d71920,0.858796296296295,0.0424672791005291,1.0,,0,5,Southampton,Saved,27.0,Right Foot,Deflected,Taylor Harwood-Bellis,Flynn Downes,Pass (Live),0.858796296296295,0.0424672791005291,Middle,Bottom,0,0,1,0,0,0,0.07865624722113897,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.04530499451277991,-0.014695005487220088,0.05146854831239198,0.006163553799612073
8728,,2751341423,Mateus Fernandes,FastBreak,8466,1356312,92.4,31.865,56,SecondHalf,False,False,True,False,True,,,36.44,0.3659999982,0.18,0.63,InsideBox,8466,8650,Southampton,Liverpool,2,3,4506542,2024-11-24T14:00:00Z,#d71920,#d71920,0.354497354497353,0.0968253963492064,1.0,,19,56,Southampton,Goal,15.0,Left Foot,,Adam Armstrong,Tyler Dibling,Pass (Live),0.354497354497353,0.0968253963492064,Left,Bottom,1,0,0,0,0,0,0.20442517561097362,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.3706310335473301,-0.2593689664526699,0.378162191759129,0.007531158211798894
8731,,2755348909,Mateus Fernandes,FromCorner,8466,1356312,101.8706896554,29.295476189,40,FirstHalf,False,False,True,False,True,104.3362068966,31.63625,31.78875,1.3034736778,0.19,0.36,InsideBox,8466,8455,Southampton,Chelsea,1,5,4506432,2024-12-04T19:30:00Z,#d71920,#d71920,1.58498677248677,0.344834306296296,1.0,,15,40,Southampton,Saved,4.0,Head,,James Bree,Cameron Archer,Shot,1.58498677248677,0.344834306296296,Right,Top,0,0,0,0,0,1,0.16040671907584803,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.3218260942666299,-0.038173905733370095,0.3460091733844618,0.024183079117831907
8732,,2755379757,Mateus Fernandes,RegularPlay,8466,1356312,96.0263157884,34.22875,58,SecondHalf,False,False,True,False,True,103.4827586208,34.305,34.4575,0.3274736826,0.33,0.19,InsideBox,8466,8455,Southampton,Chelsea,1,5,4506432,2024-12-04T19:30:00Z,#d71920,#d71920,0.878968253968253,0.0866332493650794,1.0,,25,58,Southampton,Saved,11.0,Left Foot,,Joe Aribo,Cameron Archer,Pass (Live),0.878968253968253,0.0866332493650794,Middle,Bottom,0,0,1,0,0,0,0.222017279034379,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.19712821777810968,0.00712821777810968,0.20231021177051423,0.005181993992404543
8735,,2762190213,Mateus Fernandes,RegularPlay,8466,1356312,95.9298245603,35.29625,18,FirstHalf,False,False,True,False,True,103.2931034484,34.1525,34.1525,0.2439999988,0.14,0.05,InsideBox,8466,8654,Southampton,West Ham United,0,1,4506491,2024-12-26T15:00:00Z,#d71920,#d71920,0.959656084656084,0.0645502642328042,1.0,,7,18,Southampton,Saved,11.0,Head,,Adam Armstrong,Kyle Walker-Peters,Pass (Live),0.959656084656084,0.0645502642328042,Middle,Bottom,0,0,1,0,0,0,0.2217168431760259,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.13130228689898574,0.08130228689898573,0.14585370237572984,0.0145514154767441
8737,,2762758731,Mateus Fernandes,RegularPlay,8466,1356312,90.4,33.61875,64,SecondHalf,False,False,True,False,True,103.103448276,33.46625,33.92375,2.0290526216,0.13,0.06,InsideBox,9826,8466,Crystal Palace,Southampton,2,1,4506495,2024-12-29T15:00:00Z,#d71920,#d71920,1.02017195767196,0.536786407830688,1.0,,22,64,Southampton,Saved,17.0,Left Foot,,Mateus Fernandes,Lesley Ugochukwu,Pass (Live),1.02017195767196,0.536786407830688,Middle,Top,0,0,0,1,0,0,0.10496618085564896,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.10132653134001651,0.041326531340016515,0.08706796651319637,-0.014258564826820141
8738,,2765953351,Mateus Fernandes,RegularPlay,8466,1356312,90.5,42.6975,16,FirstHalf,False,False,True,False,True,103.8620689656,35.22,34.1525,0.449473682,0.03,0.02,InsideBox,10260,8466,Manchester United,Southampton,3,1,4506522,2025-01-16T20:00:00Z,#d71920,#d71920,0.959656084656084,0.118908381481481,1.0,,1,16,Southampton,Saved,17.0,Left Foot,,Joe Aribo,Joe Aribo,Take-On,0.959656084656084,0.118908381481481,Middle,Bottom,0,0,1,0,0,0,0.17711799968461117,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.12528781489469018,0.10528781489469018,0.1266234591244747,0.0013356442297845217
8739,,2765956301,Mateus Fernandes,RegularPlay,8466,1356312,98.6315789471,32.55125,28,FirstHalf,False,False,True,False,True,103.103448276,32.9325,33.00875,1.1365263102,0.71,0.31,InsideBox,10260,8466,Manchester United,Southampton,3,1,4506522,2025-01-16T20:00:00Z,#d71920,#d71920,1.26223544973545,0.300668336031746,1.0,,10,28,Southampton,Saved,8.0,Right Foot,,Tyler Dibling,,,1.26223544973545,0.300668336031746,Middle,Bottom,0,0,1,0,0,0,0.24440120386077618,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.28849529292521925,-0.02150470707478075,0.24657499372141553,-0.04192029920380372
8742,,2768765095,Mateus Fernandes,RegularPlay,8466,1356312,89.6,44.5612738809,64,SecondHalf,False,False,True,False,True,102.8189655174,35.3725,33.61875,1.2585263096,0.05,0.02,InsideBox,8466,10261,Southampton,Newcastle United,1,3,4506610,2025-01-25T15:00:00Z,#d71920,#d71920,1.10085978835979,0.332943468148148,1.0,,17,64,Southampton,Saved,18.0,Left Foot,,Paul Onuachu,Joe Aribo,Pass (Live),1.10085978835979,0.332943468148148,Middle,Top,0,0,0,1,0,0,0.10357520398457745,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0995685962532105,0.0795685962532105,0.10717028990834382,0.007601693655133315
8748,,2785326131,Mateus Fernandes,FromCorner,8466,1356312,81.471359224,42.00375,23,FirstHalf,False,False,True,False,False,102.4396551726,35.525,35.0675,0.8925263114,0.02,0.02,OutsideBox,8650,8466,Liverpool,Southampton,3,1,4506347,2025-03-08T15:00:00Z,#d71920,#d71920,0.717592592592592,0.236118071798942,1.0,,3,23,Southampton,Saved,26.0,Right Foot,,Albert Grønbaek,,,0.717592592592592,0.236118071798942,Middle,Bottom,0,0,1,0,0,0,0.09612432062659117,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0521109042990012,0.032110904299001194,0.04732357677830449,-0.004787327520696709
8753,,2797229075,Mateus Fernandes,RegularPlay,8466,1356312,83.0480582528,20.0056050984,45,FirstHalf,False,False,True,False,False,102.4396551726,30.95,34.99125,0.2825263144,0.04,0.05,OutsideBox,8586,8466,Tottenham Hotspur,Southampton,3,1,4506381,2025-04-06T13:00:00Z,#d71920,#d71920,0.73776455026455,0.0747424112169312,1.0,5.0,12,45+5,Southampton,Saved,26.0,Right Foot,,Joe Aribo,Kyle Walker-Peters,Pass (Live),0.73776455026455,0.0747424112169312,Middle,Bottom,0,0,1,0,0,0,0.09863872491408658,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.05727460843656395,0.007274608436563947,0.062233007920932164,0.004958399484368214
8755,,2797290371,Mateus Fernandes,RegularPlay,8466,1356312,99.0175438595,30.268,90,SecondHalf,False,False,True,False,True,,,33.2375,0.2054736832,0.29,0.26,InsideBox,8586,8466,Tottenham Hotspur,Southampton,3,1,4506381,2025-04-06T13:00:00Z,#d71920,#d71920,1.20171957671958,0.0543581172486773,1.0,0.0,24,90,Southampton,Goal,7.0,Left Foot,,Kamaldeen Sulemana,Welington,Pass (Live),1.20171957671958,0.0543581172486773,Middle,Bottom,0,0,1,0,0,0,0.24664753035648757,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2477002002779586,-0.012299799722041399,0.26059631803423583,0.01289611775627722
8756,,2799908217,Mateus Fernandes,FromCorner,8466,1356312,80.0072815544,21.6871337616,88,SecondHalf,False,False,True,False,False,103.9568965518,32.78,32.09375,0.7319999964,0.02,0.04,OutsideBox,8466,10252,Southampton,Aston Villa,0,3,4506391,2025-04-12T14:00:00Z,#d71920,#d71920,1.50429894179894,0.193650792698413,1.0,,29,88,Southampton,Saved,28.0,Right Foot,,,,,1.50429894179894,0.193650792698413,Right,Bottom,0,0,0,0,1,0,0.09319095336212455,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2235275366625034,0.1835275366625034,0.21989540638522784,-0.003632130277275575
8758,,2739321023,Paul Onuachu,SetPiece,8466,412357,95.640350876,24.0692993678,89,SecondHalf,False,False,True,False,True,103.4827586208,31.94125,34.0,1.2585263096,0.01,0.01,InsideBox,8456,8466,Manchester City,Southampton,1,0,4506415,2024-10-26T14:00:00Z,#d71920,#d71920,1.0,0.332943468148148,1.0,,25,89,Southampton,Saved,12.0,Head,,James Bree,Kyle Walker-Peters,Fouled,1.0,0.332943468148148,Middle,Top,0,0,0,1,0,0,0.1467434882825597,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.08316628393025192,0.07316628393025193,0.09607747821510677,0.012911194284854849
8761,,2762202973,Paul Onuachu,RegularPlay,8466,412357,97.3771929818,29.799761903,25,FirstHalf,False,False,True,False,True,103.577586207,32.3225,35.525,1.5474736766,0.07,0.34,InsideBox,8466,8654,Southampton,West Ham United,0,1,4506491,2024-12-26T15:00:00Z,#d71920,#d71920,0.596560846560845,0.409384570529101,1.0,,10,25,Southampton,Saved,9.0,Head,,Kyle Walker-Peters,Taylor Harwood-Bellis,Pass (Live),0.596560846560845,0.409384570529101,Left,Top,0,1,0,0,0,0,0.1639662136687633,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.30625605196739397,-0.03374394803260605,0.3124892950416981,0.006233243074304118
8763,,2762245269,Paul Onuachu,RegularPlay,8466,412357,96.2192982446,35.83,45,FirstHalf,False,False,True,False,True,104.051724138,34.1525,33.5425,0.2825263144,0.1,0.05,InsideBox,8466,8654,Southampton,West Ham United,0,1,4506491,2024-12-26T15:00:00Z,#d71920,#d71920,1.12103174603175,0.0747424112169312,1.0,9.0,18,45+9,Southampton,Saved,11.0,Head,,Yukinari Sugawara,Lesley Ugochukwu,Pass (Live),1.12103174603175,0.0747424112169312,Middle,Bottom,0,0,1,0,0,0,0.22458257680696242,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.13486903784643733,0.08486903784643733,0.1485555826079333,0.013686544761495972
8771,,2763422227,Paul Onuachu,RegularPlay,8466,412357,97.9561403504,33.00875,38,FirstHalf,False,False,True,False,True,104.4310344828,33.31375,36.21125,0.9374736796,0.12,0.65,InsideBox,8466,9937,Southampton,Brentford,0,5,4506510,2025-01-04T15:00:00Z,#d71920,#d71920,0.415013227513228,0.24800890994709,1.0,,8,38,Southampton,Saved,9.0,Head,,James Bree,Kamaldeen Sulemana,Pass (Live),0.415013227513228,0.24800890994709,Left,Bottom,1,0,0,0,0,0,0.2546448089006127,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.3918870414014252,-0.2581129585985748,0.3691690640163761,-0.022717977385049104
8772,,2767035105,Paul Onuachu,SetPiece,8466,412357,91.8,39.124761906,88,SecondHalf,False,False,True,False,True,103.9568965518,34.83875,37.355,0.2439999988,0.03,0.24,InsideBox,10203,8466,Nottingham Forest,Southampton,3,2,4506531,2025-01-19T14:00:00Z,#d71920,#d71920,0.112433862433861,0.0645502642328042,1.0,,21,88,Southampton,Saved,16.0,Head,,Kyle Walker-Peters,Mateus Fernandes,Pass (Dead),0.112433862433861,0.0645502642328042,Left,Bottom,1,0,0,0,0,0,0.20288396535341102,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.2594424291350685,0.019442429135068495,0.28424948181662085,0.024807052681552366
8773,,2767037943,Paul Onuachu,FromCorner,8466,412357,99.784482759,37.355,90,SecondHalf,False,False,True,False,True,,,36.5925,1.5025263084,0.14,0.71,InsideBox,10203,8466,Nottingham Forest,Southampton,3,2,4506531,2025-01-19T14:00:00Z,#d71920,#d71920,0.314153439153439,0.397493732380952,1.0,1.0,22,90+1,Southampton,Goal,6.0,Head,,Mateus Fernandes,Kamaldeen Sulemana,Take-On,0.314153439153439,0.397493732380952,Left,Top,0,1,0,0,0,0,0.18943650781957677,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.3036468106236983,-0.40635318937630166,0.31488346658124133,0.01123665595754303
8775,,2771177865,Paul Onuachu,RegularPlay,8466,412357,91.9,37.732,36,FirstHalf,False,False,True,False,True,103.1982758622,34.1525,32.78,0.7319999964,0.02,0.02,InsideBox,9902,8466,Ipswich Town,Southampton,1,2,4506618,2025-02-01T15:00:00Z,#d71920,#d71920,1.32275132275132,0.193650792698413,1.0,,9,36,Southampton,Saved,16.0,Head,,Welington,Lesley Ugochukwu,Pass (Live),1.32275132275132,0.193650792698413,Right,Bottom,0,0,0,0,1,0,0.20783307854429714,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.29640761786815206,0.27640761786815204,0.29078668725131357,-0.005620930616838493
8776,,2771312721,Paul Onuachu,FastBreak,8466,412357,101.681034483,37.2025,87,SecondHalf,False,False,True,False,True,,,35.44875,1.1365263102,0.39,0.27,InsideBox,9902,8466,Ipswich Town,Southampton,1,2,4506618,2025-02-01T15:00:00Z,#d71920,#d71920,0.616732804232803,0.300668336031746,1.0,,24,87,Southampton,Goal,4.0,Left Foot,,Kamaldeen Sulemana,,,0.616732804232803,0.300668336031746,Left,Bottom,1,0,0,0,0,0,0.2901143855053172,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6698959109293934,0.39989591092939336,0.6180736113919051,-0.05182229953748829
8780,,2781057501,Paul Onuachu,RegularPlay,8466,412357,90.2,32.3225,16,FirstHalf,False,False,True,False,True,104.1465517242,35.75375,34.0,1.1365263102,0.02,0.02,InsideBox,8455,8466,Chelsea,Southampton,4,0,4506340,2025-02-25T20:15:00Z,#d71920,#d71920,1.0,0.300668336031746,1.0,,1,16,Southampton,Saved,18.0,Head,,William Smallbone,Kyle Walker-Peters,Pass (Live),1.0,0.300668336031746,Middle,Bottom,0,0,1,0,0,0,0.16898398122601255,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.07723046526001963,0.057230465260019625,0.06864809301590229,-0.008582372244117342
8781,,2781069163,Paul Onuachu,RegularPlay,8466,412357,98.535087719,31.1025,32,FirstHalf,False,False,True,False,True,104.1465517242,34.53375,32.475,1.6630526234,0.15,0.64,InsideBox,8455,8466,Chelsea,Southampton,4,0,4506340,2025-02-25T20:15:00Z,#d71920,#d71920,1.40343915343915,0.439961011481482,1.0,,6,32,Southampton,Saved,8.0,Head,,Kamaldeen Sulemana,Kamaldeen Sulemana,Take-On,1.40343915343915,0.439961011481482,Right,Top,0,0,0,0,0,1,0.13156871364833017,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.3096422293682551,-0.33035777063174493,0.3051523423403619,-0.004489887027893158
8782,,2788482511,Paul Onuachu,FromCorner,8466,412357,101.9655172416,40.301428572,60,SecondHalf,False,False,True,False,True,104.1465517242,36.36375,37.12625,1.5474736766,0.16,0.78,InsideBox,8466,8602,Southampton,Wolverhampton Wanderers,1,2,4506362,2025-03-15T15:00:00Z,#d71920,#d71920,0.172949735449736,0.409384570529101,1.0,,10,60,Southampton,Saved,4.0,Head,,Ryan Manning,Yukinari Sugawara,Shot,0.172949735449736,0.409384570529101,Left,Top,0,1,0,0,0,0,0.21046306712798274,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.354341871184695,-0.425658128815305,0.3606022480077236,0.006260376823028602
8783,,2788510157,Paul Onuachu,RegularPlay,8466,412357,100.6379310348,37.27875,75,SecondHalf,False,False,True,False,True,,,36.44,0.2825263144,0.72,0.98,InsideBox,8466,8602,Southampton,Wolverhampton Wanderers,1,2,4506362,2025-03-15T15:00:00Z,#d71920,#d71920,0.354497354497353,0.0747424112169312,1.0,,15,75,Southampton,Goal,5.0,Left Foot,,Tyler Dibling,,,0.354497354497353,0.0747424112169312,Left,Bottom,1,0,0,0,0,0,0.2808391968799394,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6460690390469254,-0.3339309609530746,0.6529834967187924,0.006914457671867047
8784,,2795082633,Paul Onuachu,SetPiece,8466,412357,96.8947368413,34.0,18,FirstHalf,False,False,True,False,True,103.8620689656,34.0,37.355,1.5474736766,0.08,0.76,InsideBox,8466,9826,Southampton,Crystal Palace,1,1,4506371,2025-04-02T18:45:00Z,#d71920,#d71920,0.112433862433861,0.409384570529101,1.0,,3,18,Southampton,Saved,10.0,Head,,Kyle Walker-Peters,,,0.112433862433861,0.409384570529101,Left,Top,0,1,0,0,0,0,0.16186609073976527,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.3582544136180642,-0.4017455863819358,0.3807173703963062,0.022462956778242005
8785,,2795084433,Paul Onuachu,RegularPlay,8466,412357,94.2894736826,37.72,20,FirstHalf,False,False,True,False,True,,,30.7975,0.0385263156,0.06,0.52,InsideBox,8466,9826,Southampton,Crystal Palace,1,1,4506371,2025-04-02T18:45:00Z,#d71920,#d71920,1.84722222222222,0.010192146984127,1.0,,4,20,Southampton,Goal,13.0,Head,,Mateus Fernandes,Flynn Downes,Pass (Live),1.84722222222222,0.010192146984127,Right,Bottom,0,0,0,0,1,0,0.22916560571870168,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.34946193107481255,-0.17053806892518747,0.3929421788653737,0.043480247790561144
8791,,2715557193,Yukinari Sugawara,RegularPlay,8466,924610,92.2,24.4196178393,90,SecondHalf,False,False,True,False,True,,,35.75375,0.7319999964,0.08,0.25,InsideBox,9937,8466,Brentford,Southampton,3,1,4506284,2024-08-31T14:00:00Z,#d71920,#d71920,0.536044973544974,0.193650792698413,1.0,5.0,38,90+5,Southampton,Goal,15.0,Left Foot,,Adam Lallana,Tyler Dibling,Pass (Live),0.536044973544974,0.193650792698413,Left,Bottom,1,0,0,0,0,0,0.1987245113611908,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.36116298241879397,0.11116298241879397,0.3449654313307321,-0.016197551088061868
8792,,2719756963,Yukinari Sugawara,RegularPlay,8466,924610,95.8333333322,17.9737579637,23,FirstHalf,False,False,True,True,True,103.1982758622,32.78,36.745,1.219999994,0.04,0.0,InsideBox,8466,10260,Southampton,Manchester United,0,3,4506300,2024-09-14T11:30:00Z,#d71920,#d71920,0.273809523809523,0.322751321164021,1.0,,5,23,Southampton,Blocked,16.0,Left Foot,,Yukinari Sugawara,Tyler Dibling,Pass (Live),0.273809523809523,0.322751321164021,Left,Top,0,1,0,0,0,0,0.14396119180941291,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.36335429004813863,0.36335429004813863,0.37570112515474646,0.012346835106607834
8797,,2776548725,Yukinari Sugawara,RegularPlay,8466,924610,84.1742718448,16.4323566891,66,SecondHalf,False,False,True,False,False,103.8620689656,32.24625,33.2375,0.9759999952,0.02,0.04,OutsideBox,8466,8678,Southampton,AFC Bournemouth,1,3,4506630,2025-02-15T15:00:00Z,#d71920,#d71920,1.20171957671958,0.258201056931217,1.0,,18,66,Southampton,Saved,26.0,Right Foot,Deflected,Lesley Ugochukwu,Kyle Walker-Peters,Pass (Live),1.20171957671958,0.258201056931217,Middle,Bottom,0,0,1,0,0,0,0.10681748261684947,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.06320010930290867,0.023200109302908674,0.05677138355187876,-0.006428725751029915
