,Unnamed: 0,id,playerName,situation,teamId,playerId,x,y,min,period,isOwnGoal,isBlocked,isOnTarget,isSavedOffLine,isFromInsideBox,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,box,homeTeamId,awayTeamId,homeTeamName,awayTeamName,homeScore,awayScore,matchId,matchDate,teamColor,teamColorDark,onGoalShot.x,onGoalShot.y,onGoalShot.zoomRatio,minAdded,,min1,Unnamed: 2_level_0_Squad,Unnamed: 5_level_0_Outcome,Unnamed: 6_level_0_Distance,Unnamed: 7_level_0_Body Part,Unnamed: 8_level_0_Notes,SCA 1_Player,SCA 2_Player,SCA 2_Event,onGoalShot.x.rescaled,onGoalShot.y.rescaled,goalxZone,goalyZone,goalZone_Left Bottom,goalZone_Left Top,goalZone_Middle Bottom,goalZone_Middle Top,goalZone_Right Bottom,goalZone_Right Top,predicted_xGOTzone,eventType_AttemptSaved,eventType_Goal,eventType_Miss,eventType_Post,shotType_Header,shotType_LeftFoot,shotType_OtherBodyParts,shotType_RightFoot,SCA 1_Event_Fouled,SCA 1_Event_Interception,SCA 1_Event_Pass (Dead),SCA 1_Event_Pass (Live),SCA 1_Event_Shot,SCA 1_Event_Tackle,SCA 1_Event_Take-On,jpsxg,jpsxg - psxg
65,,2709608701,Mohamed Salah,RegularPlay,8650,292462,89.2,38.200238097,71,SecondHalf,False,False,True,False,True,101.1120689658,35.22,35.75375,0.3659999982,0.21,0.26,InsideBox,9902,8650,Ipswich Town,Liverpool,0,2,4506264,2024-08-17T11:30:00Z,#911712,#911712,0.536044973544974,0.0968253963492064,1.0,,17,71,Liverpool,Saved,19.0,Left Foot,,Dominik Szoboszlai,Alexis Mac Allister,Pass (Live),0.536044973544974,0.0968253963492064,Left,Bottom,1,0,0,0,0,0,0.17917896385720455,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.3020301953811,0.04203019538109998
66,,2709627487,Mohamed Salah,RegularPlay,8650,292462,97.4736842099,23.1584713419,90,SecondHalf,False,False,True,False,True,104.1465517242,31.63625,33.695,1.0145263108,0.06,0.05,InsideBox,9902,8650,Ipswich Town,Liverpool,0,2,4506264,2024-08-17T11:30:00Z,#911712,#911712,1.08068783068783,0.268393203915344,1.0,4.0,21,90+4,Liverpool,Saved,11.0,Left Foot,Volley,,,,1.08068783068783,0.268393203915344,Middle,Bottom,0,0,1,0,0,0,0.22912231229353447,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.29830041847526334,0.24830041847526335
67,,2713415903,Mohamed Salah,RegularPlay,8650,292462,94.675438595,23.8591082849,21,FirstHalf,False,False,False,False,True,,,47.7141401244,4.2197241432,0.09,0.0,InsideBox,8650,9937,Liverpool,Brentford,2,0,4506278,2024-08-25T15:30:00Z,#911712,#911712,1.110223024625e-16,0.307691485206012,0.275627926046539,,3,21.0,Liverpool,Off Target,13.0,Left Foot,,Trent Alexander-Arnold,Dominik Szoboszlai,Pass (Live),4.0279772828154646e-16,1.116329138412699,Left,Top,0,1,0,0,0,0,0.13671515528452327,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0024348341657373543,0.0024348341657373543
68,,2713481683,Mohamed Salah,RegularPlay,8650,292462,93.0,18.3941401295,68,SecondHalf,False,False,True,False,True,104.051724138,32.6275,33.16125,1.1365263102,0.04,0.03,InsideBox,8650,9937,Liverpool,Brentford,2,0,4506278,2024-08-25T15:30:00Z,#911712,#911712,1.22189153439154,0.300668336031746,1.0,,24,68.0,Liverpool,Saved,18.0,Left Foot,,Dominik Szoboszlai,Trent Alexander-Arnold,Pass (Live),1.22189153439154,0.300668336031746,Middle,Bottom,0,0,1,0,0,0,0.1866657809519649,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.1473246986227281,0.1173246986227281
69,,2713483575,Mohamed Salah,RegularPlay,8650,292462,94.8684210512,25.4759375,70,SecondHalf,False,False,True,False,True,,,35.9825,0.2439999988,0.43,0.58,InsideBox,8650,9937,Liverpool,Brentford,2,0,4506278,2024-08-25T15:30:00Z,#911712,#911712,0.4755291005291,0.0645502642328042,1.0,,25,70.0,Liverpool,Goal,12.0,Left Foot,,Luis Díaz,Alexis Mac Allister,Pass (Live),0.4755291005291,0.0645502642328042,Left,Bottom,1,0,0,0,0,0,0.22310983173299787,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.4265485711395821,-0.15345142886041785
70,,2716459311,Mohamed Salah,RegularPlay,8650,292462,91.2,28.37095238,56,SecondHalf,False,False,True,False,True,,,31.48375,0.2054736832,0.2,0.77,InsideBox,10260,8650,Manchester United,Liverpool,0,3,4506289,2024-09-01T15:00:00Z,#911712,#911712,1.6656746031746,0.0543581172486773,1.0,,8,56.0,Liverpool,Goal,16.0,Left Foot,,Dominik Szoboszlai,Alexis Mac Allister,Pass (Live),1.6656746031746,0.0543581172486773,Right,Bottom,0,0,0,0,1,0,0.19666003065594184,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.381512041441015,-0.388487958558985
71,,2716460859,Mohamed Salah,RegularPlay,8650,292462,93.5,33.00875,57,SecondHalf,False,False,False,False,True,,,32.0175,4.2197241432,0.32,0.0,InsideBox,10260,8650,Manchester United,Liverpool,0,3,4506289,2024-09-01T15:00:00Z,#911712,#911712,1.3181832406768,0.677248677248677,0.606674728755762,,9,57.0,Liverpool,Off Target,14.0,Left Foot,,Mohamed Salah,Mohamed Salah,Interception,2.1728006429084017,1.1163291384126979,Right,Top,0,0,0,0,0,1,0.0876058758695249,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.001932085084900126,0.001932085084900126
73,,2720007157,Mohamed Salah,RegularPlay,8650,292462,100.9224137934,21.1266242072,52,SecondHalf,False,False,True,False,True,104.3362068966,31.56,31.255,0.5714736814,0.07,0.18,InsideBox,8650,10203,Liverpool,Nottingham Forest,0,1,4506298,2024-09-14T14:00:00Z,#911712,#911712,1.72619047619048,0.151183513597884,1.0,,7,52.0,Liverpool,Saved,11.0,Right Foot,,Mohamed Salah,Trent Alexander-Arnold,Pass (Live),1.72619047619048,0.151183513597884,Right,Bottom,0,0,0,0,1,0,0.2796757042520138,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6027763198240002,0.42277631982400016
74,,2720037759,Mohamed Salah,RegularPlay,8650,292462,84.9573529404,23.7189808963,66,SecondHalf,False,False,False,False,False,,,56.849289093,1.5153684136,0.04,0.0,OutsideBox,8650,10203,Liverpool,Nottingham Forest,0,1,4506298,2024-09-14T14:00:00Z,#911712,#911712,1.110223024625e-16,0.0663201558452093,0.165431842742014,,11,66.0,Liverpool,Off Target,23.0,Left Foot,,Ibrahima Konaté,Virgil van Dijk,Pass (Live),6.711060012529507e-16,0.40089111470899585,Left,Top,0,1,0,0,0,0,0.04985557291747714,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0009069767148516402,0.0009069767148516402
75,,2720057253,Mohamed Salah,RegularPlay,8650,292462,96.1228070165,16.0820382176,76,SecondHalf,False,False,True,False,True,103.6724137932,31.56,32.55125,0.3274736826,0.02,0.04,InsideBox,8650,10203,Liverpool,Nottingham Forest,0,1,4506298,2024-09-14T14:00:00Z,#911712,#911712,1.3832671957672,0.0866332493650794,1.0,,16,76.0,Liverpool,Saved,18.0,Left Foot,,Dominik Szoboszlai,Ryan Gravenberch,Pass (Live),1.3832671957672,0.0866332493650794,Right,Bottom,0,0,0,0,1,0,0.2341612193945999,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.49597724378112457,0.4559772437811246
76,,2723314513,Mohamed Salah,FastBreak,8650,292462,91.2,24.5597452279,13,FirstHalf,False,False,True,False,True,100.732758621,30.7975,31.865,0.4879999976,0.1,0.24,InsideBox,8650,8678,Liverpool,AFC Bournemouth,3,0,4506308,2024-09-21T14:00:00Z,#911712,#911712,1.56481481481482,0.129100528465608,1.0,,4,13,Liverpool,Saved,16.0,Left Foot,,Alexis Mac Allister,Luis Díaz,Pass (Live),1.56481481481482,0.129100528465608,Right,Bottom,0,0,0,0,1,0,0.19465619401922576,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.37904354710319527,0.13904354710319528
77,,2723374521,Mohamed Salah,RegularPlay,8650,292462,92.6,21.7571974559,40,FirstHalf,False,False,True,False,True,102.4396551726,31.63625,31.48375,0.2825263144,0.07,0.38,InsideBox,8650,8678,Liverpool,AFC Bournemouth,3,0,4506308,2024-09-21T14:00:00Z,#911712,#911712,1.6656746031746,0.0747424112169312,1.0,,17,40,Liverpool,Saved,16.0,Left Foot,,Ryan Gravenberch,Dominik Szoboszlai,Pass (Live),1.6656746031746,0.0747424112169312,Right,Bottom,0,0,0,0,1,0,0.20568517515526027,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.4112296821601881,0.03122968216018812
78,,2723441717,Mohamed Salah,RegularPlay,8650,292462,100.3534482762,41.4834375,59,SecondHalf,False,False,True,False,True,101.681034483,39.124761906,36.21125,0.1219999994,0.27,0.59,InsideBox,8650,8678,Liverpool,AFC Bournemouth,3,0,4506308,2024-09-21T14:00:00Z,#911712,#911712,0.415013227513228,0.0322751321164021,1.0,,22,59,Liverpool,Saved,6.0,Left Foot,,Alexis Mac Allister,Andrew Robertson,Pass (Live),0.415013227513228,0.0322751321164021,Left,Bottom,1,0,0,0,0,0,0.28050938494003946,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5759238918019353,-0.014076108198064707
79,,2723441865,Mohamed Salah,RegularPlay,8650,292462,96.605263157,42.350625,59,SecondHalf,False,False,True,True,True,104.525862069,33.16125,32.6275,1.219999994,0.17,0.0,InsideBox,8650,8678,Liverpool,AFC Bournemouth,3,0,4506308,2024-09-21T14:00:00Z,#911712,#911712,1.36309523809524,0.322751321164021,1.0,,23,59,Liverpool,Blocked,10.0,Right Foot,,Mohamed Salah,Mohamed Salah,Take-On,1.36309523809524,0.322751321164021,Right,Top,0,0,0,0,0,1,0.1202486852833512,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.36402215237651053,0.36402215237651053
80,,2727312535,Mohamed Salah,RegularPlay,8650,292462,91.6,23.5788535077,50,SecondHalf,False,False,False,False,True,,,41.7146875,0.8925263114,0.49,0.0,InsideBox,8602,8650,Wolverhampton Wanderers,Liverpool,1,2,4506322,2024-09-28T16:30:00Z,#911712,#911712,0.0,0.115691829565358,0.489974480495808,,10,50,Liverpool,Off Target,17.0,Right Foot,,,,,0.0,0.23611807179894098,Left,Bottom,1,0,0,0,0,0,0.1929242486292334,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.003598801815597482,0.003598801815597482
81,,2727329567,Mohamed Salah,FastBreak,8650,292462,89.7,20.3559235699,65,SecondHalf,False,False,True,False,True,103.6724137932,32.475,34.4575,1.9519999904,0.04,0.05,InsideBox,8602,8650,Wolverhampton Wanderers,Liverpool,1,2,4506322,2024-09-28T16:30:00Z,#911712,#911712,0.878968253968253,0.516402113862434,1.0,,13,65,Liverpool,Saved,19.0,Left Foot,,Trent Alexander-Arnold,Alexis Mac Allister,Pass (Live),0.878968253968253,0.516402113862434,Middle,Top,0,0,0,1,0,0,0.09174167603619171,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.09462918855750736,0.04462918855750736
83,,2730515881,Mohamed Salah,RegularPlay,8650,292462,95.640350876,27.446428571,56,SecondHalf,False,False,True,False,True,102.9137931036,31.94125,34.61,0.160526315,0.18,0.23,InsideBox,9826,8650,Crystal Palace,Liverpool,0,1,4506328,2024-10-05T11:30:00Z,#911712,#911712,0.838624338624339,0.0424672791005291,1.0,,11,56,Liverpool,Saved,11.0,Left Foot,Volley,Virgil van Dijk,Cody Gakpo,Pass (Live),0.838624338624339,0.0424672791005291,Middle,Bottom,0,0,1,0,0,0,0.2150045036322662,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.18812393209775694,-0.041876067902243075
85,,2740215845,Mohamed Salah,RegularPlay,8650,292462,79.6694174768,29.715714284,14,FirstHalf,False,False,False,False,False,,,28.118809523,1.4254736772,0.03,0.0,OutsideBox,9825,8650,Arsenal,Liverpool,2,2,4506403,2024-10-27T16:30:00Z,#911712,#911712,2.0,0.242378423683896,0.642727015012135,,1,14,Liverpool,Off Target,29.0,Left Foot,,,,,3.1117409931216895,0.37710943841269806,Right,Top,0,0,0,0,0,1,-0.03763746291238898,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0007465179534495679,0.0007465179534495679
86,,2740272923,Mohamed Salah,RegularPlay,8650,292462,101.8706896554,23.5087898134,52,SecondHalf,False,False,True,False,True,104.3362068966,30.7975,32.70375,1.4639999928,0.03,0.13,InsideBox,9825,8650,Arsenal,Liverpool,2,2,4506403,2024-10-27T16:30:00Z,#911712,#911712,1.34292328042328,0.387301585396825,1.0,,10,52,Liverpool,Saved,8.0,Right Foot,,Alexis Mac Allister,Mohamed Salah,Pass (Live),1.34292328042328,0.387301585396825,Right,Top,0,0,0,0,0,1,0.15736422526697075,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.4894513442382,0.3594513442382
87,,2740301975,Mohamed Salah,FastBreak,8650,292462,93.9,30.34,81,SecondHalf,False,False,True,False,True,,,36.5925,0.5714736814,0.29,0.79,InsideBox,9825,8650,Arsenal,Liverpool,2,2,4506403,2024-10-27T16:30:00Z,#911712,#911712,0.314153439153439,0.151183513597884,1.0,,16,81,Liverpool,Goal,13.0,Left Foot,,Darwin Núñez,Trent Alexander-Arnold,Pass (Live),0.314153439153439,0.151183513597884,Left,Bottom,1,0,0,0,0,0,0.2170188941645657,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.40586150978438174,-0.3841384902156183
88,,2742731305,Mohamed Salah,RegularPlay,8650,292462,103.2931034484,26.2275,26,FirstHalf,False,False,False,False,True,,,28.539047618,0.4430526294,0.25,0.0,InsideBox,8650,10204,Liverpool,Brighton & Hove Albion,2,1,4506466,2024-11-02T15:00:00Z,#911712,#911712,2.0,0.0811310186223851,0.692186954872445,,3,26,Liverpool,Off Target,5.0,Right Foot,,Mohamed Salah,Trent Alexander-Arnold,Pass (Live),2.889392794708991,0.11720969031746024,Right,Bottom,0,0,0,0,1,0,0.30352870467599447,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.008901509458380953,0.008901509458380953
89,,2742817589,Mohamed Salah,RegularPlay,8650,292462,95.9298245603,25.53375,56,SecondHalf,False,False,True,False,True,97.3771929818,26.774047619,32.85625,0.8925263114,0.22,0.29,InsideBox,8650,10204,Liverpool,Brighton & Hove Albion,2,1,4506466,2024-11-02T15:00:00Z,#911712,#911712,1.30257936507937,0.236118071798942,1.0,,15,56,Liverpool,Saved,11.0,Left Foot,,Darwin Núñez,Dominik Szoboszlai,Pass (Live),1.30257936507937,0.236118071798942,Right,Bottom,0,0,0,0,1,0,0.2374072902723907,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.4975631066685339,0.20756310666853395
90,,2742850171,Mohamed Salah,FastBreak,8650,292462,92.0,22.5979617875,72,SecondHalf,False,False,True,False,True,,,36.05875,1.4639999928,0.06,0.16,InsideBox,8650,10204,Liverpool,Brighton & Hove Albion,2,1,4506466,2024-11-02T15:00:00Z,#911712,#911712,0.455357142857142,0.387301585396825,1.0,,20,72,Liverpool,Goal,16.0,Left Foot,,Curtis Jones,Luis Díaz,Pass (Live),0.455357142857142,0.387301585396825,Left,Top,0,1,0,0,0,0,0.11215947300306761,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2877678937959414,0.12776789379594142
93,,2746516667,Mohamed Salah,FastBreak,8650,292462,100.3534482762,30.268,84,SecondHalf,False,False,True,False,True,,,31.94125,1.1814736784,0.67,0.72,InsideBox,8650,10252,Liverpool,Aston Villa,2,0,4506477,2024-11-09T20:00:00Z,#911712,#911712,1.54464285714286,0.312559174179894,1.0,,25,84.0,Liverpool,Goal,6.0,Left Foot,,,,,1.54464285714286,0.312559174179894,Right,Top,0,0,0,0,0,1,0.1473685509185178,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5723113946501366,-0.1476886053498634
94,,2751254421,Mohamed Salah,FastBreak,8650,292462,92.5,21.4068789844,6,FirstHalf,False,False,True,False,True,103.1982758622,32.3225,32.78,0.9759999952,0.06,0.27,InsideBox,8466,8650,Southampton,Liverpool,2,3,4506542,2024-11-24T14:00:00Z,#911712,#911712,1.32275132275132,0.258201056931217,1.0,,1,6,Liverpool,Saved,16.0,Left Foot,Deflected,Dominik Szoboszlai,Cody Gakpo,Pass (Live),1.32275132275132,0.258201056931217,Right,Bottom,0,0,0,0,1,0,0.2046079515276459,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.408536071347658,0.138536071347658
95,,2751258905,Mohamed Salah,RegularPlay,8650,292462,101.0172413796,23.5087898134,9,FirstHalf,False,False,False,False,True,,,34.305,5.7925517344,0.04,0.0,InsideBox,8466,8650,Southampton,Liverpool,2,3,4506542,2024-11-24T14:00:00Z,#911712,#911712,0.964340267289431,0.677248677248677,0.441946851298199,,2,9,Liverpool,Off Target,9.0,Left Foot,Volley,Andrew Robertson,Cody Gakpo,Pass (Live),2.182027690562168,1.5324210937566123,Right,Top,0,0,0,0,0,1,0.1497426333962944,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.004165636407261589,0.004165636407261589
96,,2751274175,Mohamed Salah,RegularPlay,8650,292462,100.25862069,23.2985987305,21,FirstHalf,False,False,True,False,True,103.6724137932,31.56,32.70375,1.0979999946,0.12,0.19,InsideBox,8466,8650,Southampton,Liverpool,2,3,4506542,2024-11-24T14:00:00Z,#911712,#911712,1.34292328042328,0.290476189047619,1.0,,4,21,Liverpool,Saved,9.0,Left Foot,Volley,Cody Gakpo,Andrew Robertson,Pass (Live),1.34292328042328,0.290476189047619,Right,Bottom,0,0,0,0,1,0,0.27488976891068817,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6045586773883853,0.4145586773883853
97,,2751352133,Mohamed Salah,RegularPlay,8650,292462,93.0,19.7954140155,65,SecondHalf,False,False,True,False,True,,,35.9825,0.1219999994,0.52,0.88,InsideBox,8466,8650,Southampton,Liverpool,2,3,4506542,2024-11-24T14:00:00Z,#911712,#911712,0.4755291005291,0.0322751321164021,1.0,,21,65,Liverpool,Goal,17.0,Left Foot,,Ryan Gravenberch,Ibrahima Konaté,Pass (Live),0.4755291005291,0.0322751321164021,Left,Bottom,1,0,0,0,0,0,0.20343750162792307,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.3771549740753031,-0.5028450259246969
98,,2751380301,Mohamed Salah,FastBreak,8650,292462,100.1637931038,27.278333333,88,SecondHalf,False,False,False,False,True,,,30.292,0.2439999988,0.18,0.0,InsideBox,8466,8650,Southampton,Liverpool,2,3,4506542,2024-11-24T14:00:00Z,#911712,#911712,1.98095238095238,0.0645502642328042,1.0,,32,88,Liverpool,Woodwork,6.0,Left Foot,Volley,Dominik Szoboszlai,Mohamed Salah,Pass (Live),1.98095238095238,0.0645502642328042,Right,Bottom,0,0,0,0,1,0,0.2761353694909142,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0069706462890107065,0.0069706462890107065
99,,2754274775,Mohamed Salah,RegularPlay,8650,292462,91.6,30.22,56,SecondHalf,False,False,False,False,True,,,36.5925,3.8547586248,0.53,0.0,InsideBox,8650,8456,Liverpool,Manchester City,2,0,4506416,2024-12-01T16:00:00Z,#911712,#911712,0.544519549299071,0.677248677248677,0.664114215486793,,15,56,Liverpool,Off Target,16.0,Left Foot,,Mohamed Salah,,,0.8199185269659383,1.0197774139682532,Middle,Top,0,0,0,1,0,0,0.11389562387671132,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.0010115518993899278,0.0010115518993899278
100,,2754282203,Mohamed Salah,RegularPlay,8650,292462,89.8,43.8606369379,63,SecondHalf,False,False,False,False,True,,,39.292857144,2.509,0.03,0.0,InsideBox,8650,8456,Liverpool,Manchester City,2,0,4506416,2024-12-01T16:00:00Z,#911712,#911712,1.110223024625e-16,0.474035087616943,0.714170040331624,,18,63,Liverpool,Off Target,18.0,Left Foot,,,,,1.554563986063416e-16,0.6637566137566138,Left,Top,0,1,0,0,0,0,0.10369208138960276,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.002413279860502996,0.002413279860502996
102,,2755386061,Mohamed Salah,RegularPlay,8650,292462,100.9224137934,27.950714285,68,SecondHalf,False,False,True,False,True,,,37.12625,0.1219999994,0.44,0.96,InsideBox,10261,8650,Newcastle United,Liverpool,3,3,4506431,2024-12-04T19:30:00Z,#911712,#911712,0.172949735449736,0.0322751321164021,1.0,,22,68,Liverpool,Goal,5.0,Right Foot,,Trent Alexander-Arnold,Dominik Szoboszlai,Pass (Live),0.172949735449736,0.0322751321164021,Left,Bottom,1,0,0,0,0,0,0.27847528149247147,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5718982290616795,-0.38810177093832043
103,,2755396567,Mohamed Salah,RegularPlay,8650,292462,101.1120689658,22.3177070103,82,SecondHalf,False,False,False,False,True,,,37.684,2.1959999892,0.07,0.0,InsideBox,10261,8650,Newcastle United,Liverpool,3,3,4506431,2024-12-04T19:30:00Z,#911712,#911712,0.0253968253968261,0.580952378095238,1.0,,29,82,Liverpool,Woodwork,10.0,Right Foot,,Mohamed Salah,Trent Alexander-Arnold,Pass (Live),0.0253968253968261,0.580952378095238,Left,Top,0,1,0,0,0,0,0.1933860878454785,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0043472286239703865,0.0043472286239703865
104,,2755397739,Mohamed Salah,RegularPlay,8650,292462,95.9298245603,31.4075,83,SecondHalf,False,False,True,False,True,,,36.66875,0.0834736838,0.13,0.86,InsideBox,10261,8650,Newcastle United,Liverpool,3,3,4506431,2024-12-04T19:30:00Z,#911712,#911712,0.293981481481481,0.0220829851322751,1.0,,30,83,Liverpool,Goal,11.0,Left Foot,,Trent Alexander-Arnold,Curtis Jones,Pass (Live),0.293981481481481,0.0220829851322751,Left,Bottom,1,0,0,0,0,0,0.23570720265884376,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.4571891193883444,-0.4028108806116556
105,,2758885141,Mohamed Salah,RegularPlay,8650,292462,94.3859649107,25.418125,45,FirstHalf,False,False,False,False,True,99.1140350876,26.111875,26.5165625,1.2456842044,0.07,0.0,InsideBox,8650,9879,Liverpool,Fulham,2,2,4506447,2024-12-14T15:00:00Z,#911712,#911712,2.0,0.166458823822608,0.505115463314821,2.0,8,45+2,Liverpool,Off Target,13.0,Left Foot,Volley,Joe Gomez,Curtis Jones,Pass (Live),3.9594907407407343,0.32954608582010475,Right,Top,0,0,0,0,0,1,0.09152689341428022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0021372570361131763,0.0021372570361131763
106,,2758958759,Mohamed Salah,FastBreak,8650,292462,93.3,45.6122292954,66,SecondHalf,False,False,False,False,True,,,39.292857144,0.802631575,0.08,0.0,InsideBox,8650,9879,Liverpool,Fulham,2,2,4506447,2024-12-14T15:00:00Z,#911712,#911712,1.110223024625e-16,0.151644292139996,0.714170040331624,,16,66,Liverpool,Off Target,15.0,Left Foot,,Dominik Szoboszlai,Mohamed Salah,Pass (Live),1.554563986063416e-16,0.2123363955026455,Left,Bottom,1,0,0,0,0,0,0.2196904372590548,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0030638738507921008,0.0030638738507921008
107,,2758969489,Mohamed Salah,RegularPlay,8650,292462,90.1,35.14375,71,SecondHalf,False,False,False,False,True,,,40.721666667,4.0980689704,0.06,0.0,InsideBox,8650,9879,Liverpool,Fulham,2,2,4506447,2024-12-14T15:00:00Z,#911712,#911712,1.110223024625e-16,0.609680481556674,0.562360525635391,,19,71,Liverpool,Off Target,18.0,Left Foot,,Luis Díaz,Luis Díaz,Take-On,1.974219337978246e-16,1.0841452302645493,Left,Top,0,1,0,0,0,0,0.10178806701938359,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.001578179975721706,0.001578179975721706
109,,2761658211,Mohamed Salah,RegularPlay,8650,292462,93.5,19.5852229326,3,FirstHalf,False,False,False,False,True,,,28.959285713,0.802631575,0.06,0.0,InsideBox,8586,8650,Tottenham Hotspur,Liverpool,3,6,4506461,2024-12-22T16:30:00Z,#911712,#911712,2.0,0.15922973001465,0.749893722353719,,0,3,Liverpool,Off Target,17.0,Left Foot,,,,,2.6670445962962943,0.21233639550264508,Right,Bottom,0,0,0,0,1,0,0.2125805207724891,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.005346153706268331,0.005346153706268331
110,,2761665261,Mohamed Salah,RegularPlay,8650,292462,100.9224137934,29.21142857,10,FirstHalf,False,False,True,False,True,103.577586207,30.7975,36.745,0.449473682,0.44,0.91,InsideBox,8586,8650,Tottenham Hotspur,Liverpool,3,6,4506461,2024-12-22T16:30:00Z,#911712,#911712,0.273809523809523,0.118908381481481,1.0,,2,10,Liverpool,Saved,5.0,Left Foot,Volley,Trent Alexander-Arnold,Joe Gomez,Pass (Live),0.273809523809523,0.118908381481481,Left,Bottom,1,0,0,0,0,0,0.2791381332798172,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5818124305015948,-0.3281875694984052
113,,2761672433,Mohamed Salah,RegularPlay,8650,292462,96.3157894727,24.84,18,FirstHalf,False,False,False,False,True,,,31.17875,2.476,0.07,0.0,InsideBox,8586,8650,Tottenham Hotspur,Liverpool,3,6,4506461,2024-12-22T16:30:00Z,#911712,#911712,1.74636243386244,0.655026455026455,1.0,,8,18,Liverpool,Woodwork,11.0,Right Foot,,Mohamed Salah,Luis Díaz,Pass (Live),1.74636243386244,0.655026455026455,Right,Top,0,0,0,0,0,1,0.10845693877924817,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0024229032857564356,0.0024229032857564356
114,,2761713597,Mohamed Salah,FastBreak,8650,292462,101.8706896554,33.31375,54,SecondHalf,False,False,True,False,True,,,32.6275,0.2439999988,0.87,1.0,InsideBox,8586,8650,Tottenham Hotspur,Liverpool,3,6,4506461,2024-12-22T16:30:00Z,#911712,#911712,1.36309523809524,0.0645502642328042,1.0,,20,54,Liverpool,Goal,4.0,Left Foot,,Dominik Szoboszlai,,,1.36309523809524,0.0645502642328042,Right,Bottom,0,0,0,0,1,0,0.2945518231576544,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7097933101337007,-0.29020668986629927
115,,2761719995,Mohamed Salah,FastBreak,8650,292462,95.7368421041,34.07625,61,SecondHalf,False,False,True,False,True,,,32.24625,0.1219999994,0.62,0.87,InsideBox,8586,8650,Tottenham Hotspur,Liverpool,3,6,4506461,2024-12-22T16:30:00Z,#911712,#911712,1.46395502645503,0.0322751321164021,1.0,,22,61,Liverpool,Goal,11.0,Right Foot,,Dominik Szoboszlai,Luis Díaz,Pass (Live),1.46395502645503,0.0322751321164021,Right,Bottom,0,0,0,0,1,0,0.24017532051701793,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.4892377076061744,-0.3807622923938256
116,,2762355379,Mohamed Salah,RegularPlay,8650,292462,102.2500000002,29.21142857,4,FirstHalf,False,False,True,False,True,104.525862069,30.56875,31.02625,1.1365263102,0.37,0.46,InsideBox,8650,8197,Liverpool,Leicester City,3,1,4506487,2024-12-26T20:00:00Z,#911712,#911712,1.78670634920635,0.300668336031746,1.0,,0,4,Liverpool,Saved,3.0,Right Foot,Volley,Cody Gakpo,Trent Alexander-Arnold,Pass (Live),1.78670634920635,0.300668336031746,Right,Bottom,0,0,0,0,1,0,0.29578230013760853,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6470701399864084,0.18707013998640837
